URN,School name,Postcode,lat,lon
104320,Long Knowle Primary School,WV11 1EB,52.61256,-2.09007
104322,Wood End Primary School,WV11 1YQ,52.6104,-2.08192
104323,Stow Heath Primary School,WV13 3TT,52.58052,-2.0758899
104325,Wilkinson Primary School,WV14 8UR,52.5542356,-2.0670815
104327,Lanesfield Primary School,WV4 6BZ,52.5571854,-2.1038755
104330,Spring Vale Primary School,WV4 6SD,52.5599287,-2.114211
104332,Uplands Junior School,WV3 8BA,52.5788978,-2.1666648
104334,Merridale Primary School,WV3 0UP,52.58128,-2.14699
104342,Eastfield Primary School,WV1 2QY,52.5847612,-2.1064712
104344,Warstones Primary School,WV4 4LU,52.568109,-2.161682
104345,Wodensfield Primary School,WV11 1PW,52.6047927,-2.0907412
104350,Dovecotes Primary School,WV8 1TX,52.6186437,-2.1562319
104362,Christ Church (Church of England) Infant and Nursery School,WV6 8EL,52.5901139,-2.183494
104366,Christ Church (Church of England) Junior School,WV6 8LG,52.5938826,-2.1769848
104372,St Luke's Church of England Aided Primary School,WV2 3AE,52.57134845,-2.12862565
104378,Holy Trinity Catholic Primary School,WV14 7PD,52.566927133,-2.069820233
104382,St Paul's Church of England Aided Primary School,WV9 5NR,52.6223736,-2.1441074
104384,St Michael's Church of England Aided Primary School,WV6 9AF,52.598519825,-2.16083575
104387,St Matthias School,WV1 2BH,52.5860902,-2.087142
104395,Colton Hills Community School,WV4 5DG,52.5613718,-2.1364442
104939,Short Wood Primary School,TF1 2JA,52.6939416,-2.5110701
116645,Almeley Primary School,HR3 6LH,52.1585436,-2.9728006
116646,Crown Meadow First School & Nursery,B48 7TA,52.35531315,-1.962234083
116650,Ashton-under-Hill First School,WR11 7SW,52.04199585,-2.00281405
116652,Beoley First School,B98 9AN,52.324044533,-1.895959167
116656,Broadway First School,WR12 7BD,52.040952,-1.8545528
116658,Catshill First School,B61 0JP,52.362572,-2.0577374
116659,Charford First School,B60 3NH,52.3218459,-2.0610459
116660,Finstall First School,B60 2HS,52.331292146,-2.049061223
116661,Lickey End First School,B60 1JG,52.3514396,-2.0446342
116662,Meadows First School,B61 0AH,52.34022175,-2.05969525
116663,Millfields First School,B61 7BS,52.3281022,-2.0744321
116665,Blackwell First School,B60 1BN,52.3508523,-2.0154491
116668,Clifford Primary School,HR3 5HA,52.093856,-3.0704201
116669,Clifton upon Teme Primary School,WR6 6DE,52.250874,-2.4206519
116670,Dodford First School,B61 9AW,52.3479839,-2.0996611
116671,Westlands First School,WR9 9EQ,52.275612533,-2.165999433
116672,Chawson First School,WR9 8BW,52.2598335,-2.1604088
116673,Swan Lane First School,WR11 4QA,52.095223369,-1.944136794
116674,Ewyas Harold Primary School,HR2 0EY,51.9530497,-2.89178815
116675,Fairfield First School,B61 9LZ,52.3745198,-2.0765243
116676,Flyford Flavell Primary School,WR7 4BS,52.1924977,-2.0303612
116677,Garway Primary School,HR2 8RQ,51.9005123,-2.783033533
116678,Hagley Primary School,DY9 0NS,52.421672,-2.1379648
116679,Broadlands Primary School,HR1 1HY,52.06415,-2.69609
116680,Hampton Dene Primary School,HR1 1RT,52.05510845,-2.6860589
116684,Marlbrook Primary School,HR2 7NT,52.0397911,-2.7257526
116685,St Martin's Primary School,HR2 6AF,52.0462526,-2.7190212
116686,Trinity Primary School,HR4 0NU,52.0676615,-2.7427266
116701,Kington Primary School,HR5 3AL,52.2029825,-3.03225835
116702,Ledbury Primary School,HR8 2BE,52.0392111,-2.4308668
116705,Longtown Community Primary School,HR2 0LE,51.9577299,-2.9904765
116707,Luston Primary School,HR6 0EA,52.265168,-2.7566455
116708,Madley Primary School,HR2 9PH,52.0446817,-2.8488661
116714,Michaelchurch Escley Primary School,HR2 0PT,52.0131235,-3.0067382
116715,Pebworth First School,CV37 8XA,52.1196348,-1.8091218
116716,Abbey Park First and Nursery School,WR10 1DF,52.1103206,-2.081830533
116718,Peterchurch Primary School,HR2 0RP,52.041622067,-2.954928967
116721,Batchley First and Nursery School,B97 6PD,52.306524633,-1.962399367
116729,Tenacres First School,B98 0PB,52.3026182,-1.8894182
116730,Woodrow First School,B98 7UZ,52.28450355,-1.9169649
116731,Ashfield Park Primary School,HR9 5AU,51.9106067,-2.5892081
116734,Shobdon Primary School,HR6 9LX,52.2506541,-2.8821827
116735,Stoke Prior First School,B60 4ND,52.3033679,-2.083822927
116736,Stoke Prior Primary School,HR6 0ND,52.2068931,-2.6908221
116743,Walford Nursery & Primary School,HR9 5SA,51.8859135,-2.5926203
116745,Wellington Primary School and Nursery,HR4 8AZ,52.1292634,-2.7362888
116746,Weobley Primary School,HR4 8ST,52.1553766,-2.86773145
116748,Withington Primary School,HR1 3QE,52.0888884,-2.6363389
116763,Meadow Green Primary School,B47 6EQ,52.3745275,-1.882106
116765,Moons Moat First School,B98 9HR,52.3114478,-1.9051816
116768,Beaconside Primary and Nursery School,B45 9DX,52.39015136,-2.02273357
116769,Pitmaston Primary School,WR2 4ZF,52.1827334,-2.2381508
116773,Lickey Hills Primary School and Nursery,B45 8EU,52.3732716,-2.0174736
116774,Abbey Park Middle School,WR10 1DF,52.1103206,-2.081830533
116778,Westacre Middle School,WR9 0AA,52.2659242,-2.16595745
116780,Abberley Parochial VC Primary School,WR6 6AA,52.3079284,-2.3734757
116781,Bayton CofE Primary School,DY14 9LG,52.3556187,-2.452108
116782,Belbroughton CofE Primary School,DY9 9TF,52.389422,-2.1195205
116784,Blakedown CofE Primary School,DY10 3JN,52.4044918,-2.1755312
116785,Bosbury CofE Primary School,HR8 1PX,52.08749265,-2.4461178
116792,Church Lench CofE First School,WR11 4UE,52.158844,-1.9661505
116793,Claines CofE Primary School,WR3 7RW,52.2304818,-2.2166557
116794,Cleeve Prior CofE (Controlled) Primary School,WR11 8LG,52.1406104,-1.8741953
116795,Clehonger CofE Primary School,HR2 9SN,52.0334658,-2.8003033
116796,Clent Parochial Primary School,DY9 9QP,52.4072242,-2.1123215
116797,Colwall CofE Primary School and Nursery,WR13 6EQ,52.07576,-2.36646
116799,St Mary's CofE Primary School,HR4 7DW,52.0876611,-2.8008705
116800,Cropthorne-with-Charlton CofE First School,WR10 3NB,52.1022198,-2.0029447
116802,Defford-Cum-Besford CofE School,WR8 9BH,52.0888257,-2.1199895
116804,Eardisley CofE Primary School,HR3 6NS,52.136263,-3.0045662
116806,Eckington CofE First School,WR10 3AU,52.0706077,-2.1114964
116807,Eldersfield Lawn CofE Primary School,GL19 4LZ,51.9761839,-2.2449556
116808,Elmley Castle CofE First School,WR10 3HS,52.07090505,-2.026676625
116810,St Richard's CofE First School,WR11 1DU,52.0824107,-1.93871985
116811,St Andrew's CofE School and Nursery,WR11 2QN,52.0839893,-1.9611543
116813,Goodrich CofE Primary School,HR9 6HY,51.8700255,-2.6199393
116814,Gorsley Goffs Primary School,HR9 7SE,51.932283583,-2.476959567
116815,Grimley and Holt CofE Primary School,WR2 6LU,52.2430965,-2.2409658
116816,Hanbury CofE First School,B60 4BS,52.2755244,-2.0673083
116819,Harvington CofE First School,WR11 8NQ,52.1408938,-1.919893
116821,Himbleton CofE Primary School and Nursery,WR9 7LE,52.2234396,-2.0779429
116822,Hindlip CofE First School,WR3 8RJ,52.2308574,-2.1878198
116828,Little Dewchurch CofE Primary School,HR2 6PN,51.9822131,-2.6807576
116830,Malvern Wyche CofE Primary School,WR14 4ET,52.0941489,-2.3340669
116833,Much Birch CofE Primary School,HR2 8HL,51.9746653,-2.7278965
116836,Orleton CofE Primary School,SY8 4HQ,52.3020484,-2.738934
116837,Overbury CofE First School,GL20 7NT,52.03473815,-2.061334375
116838,Pendock CofE Primary School,GL19 3PW,51.9965161,-2.3097429
116844,St Luke's CofE First School,B97 4NU,52.2960182,-1.9464141
116846,Romsley St Kenelm's CofE Primary School,B62 0LF,52.41575,-2.05675
116848,Sedgeberrow CofE First School,WR11 7UF,52.0437358,-1.9714752
116851,Tibberton CofE First School,WR9 7NL,52.2188165,-2.1404071
116853,Upton-Upon-Severn CofE Primary and Pre School,WR8 0LD,52.0618981,-2.2151891
116854,Upton Snodsbury CofE First School,WR7 4NH,52.1867081,-2.0860565
116856,Whittington CofE Primary School,WR5 2QZ,52.1724702,-2.1818492
116858,St Barnabas CofE Primary School,WR3 8NZ,52.2060828,-2.213529
116859,Red Hill CofE Primary School,WR5 2HX,52.1832699,-2.2031244
116864,Astley CofE Primary School,DY13 0RH,52.3113195,-2.3052181
116865,St Andrew's CofE First School,B45 8NG,52.363589714,-1.988917843
116867,Brampton Abbotts CofE Primary School,HR9 7FX,51.9232414,-2.5825356
116868,Bredon Hancock's Endowed CofE First School,GL20 7LA,52.031021494,-2.114650767
116869,Bridstow CofE Primary School,HR9 6PZ,51.9182311,-2.6055398
116870,Broadwas CofE Aided Primary School,WR6 5NE,52.19466255,-2.35525065
116874,Cradley CofE Primary School,WR13 5NG,52.126367,-2.383985
116876,St Joseph's Catholic Primary School,WR9 0RY,52.2640652,-2.1658821
116879,Fladbury CofE First School,WR10 2QB,52.1154113,-2.0079469
116880,St Mary's CofE Primary School,HR1 4PG,52.0069881,-2.6130168
116882,Hallow CofE Primary School,WR2 6LD,52.2253453,-2.25679
116883,Our Lady's RC Primary School,HR2 7RN,52.0456966,-2.7232834
116884,St Francis Xavier's Primary School,HR1 1DT,52.068754533,-2.705923367
116885,St James' CofE Primary School,HR1 2QN,52.05008015,-2.7100292
116890,Kimbolton St James CofE Primary School,HR6 0HQ,52.248907,-2.6930187
116891,Kingsland CofE School,HR6 9QN,52.2484612,-2.8140353
116892,Lea CofE Primary School,HR9 7JY,51.8947084,-2.5014112
116893,Leintwardine Endowed CE Primary School,SY7 0LL,52.3638981,-2.8738462
116894,Ivington CofE Primary and Pre-School,HR6 0JH,52.205927,-2.7702664
116895,Lindridge St Lawrence CE Primary School,WR15 8JQ,52.31802,-2.47161
116901,St Joseph's Catholic Primary School,WR14 1PF,52.1240075,-2.3331185
116902,Malvern Wells CofE Primary School,WR14 4HF,52.0744309,-2.33277565
116903,St James' CofE Primary School,WR14 4BB,52.1128323,-2.34594125
116904,Much Marcle CofE Primary School,HR8 2LY,51.995185767,-2.500537467
116905,Ombersley Endowed First School,WR9 0DR,52.2726035,-2.2242336
116906,Pembridge CofE Primary School,HR6 9EA,52.2170333,-2.8953245
116907,Pencombe CofE Primary School,HR7 4SH,52.17241565,-2.5847938
116908,Holy Redeemer Catholic Primary School,WR10 1EB,52.1121505,-2.078139329
116911,St Joseph's RC Primary School,HR9 5AW,51.9083054,-2.5848795
116913,Staunton-on-Wye Endowed Primary School,HR4 7LT,52.10016725,-2.9302106
116916,Sytchampton Endowed Primary School,DY13 9SX,52.2925648,-2.2272809
116917,Tardebigge CofE First School,B60 3AH,52.31984,-2.00804
116918,Weston-under-Penyard CofE Primary School,HR9 7PA,51.9059695,-2.5339926
116919,Whitchurch CofE Primary School,HR9 6DA,51.8544407,-2.65091335
116921,Our Lady Queen of Peace Catholic Primary,WR2 4EN,52.1872838,-2.2362623
116923,St George's CofE Primary School,WR1 1RD,52.2050342,-2.2252523
116924,St George's Catholic Primary School,WR1 3JY,52.202003,-2.2281954
116925,St Joseph's Catholic Primary School,WR4 9PG,52.2116756,-2.1824234
116928,North Bromsgrove High School,B60 1BA,52.3374636,-2.052646
116936,Aylestone School,HR1 1HY,52.06415,-2.69609
116941,Earl Mortimer College and Sixth Form Centre,HR6 8JJ,52.220764,-2.7370255
116952,Weobley High School,HR4 8ST,52.1553766,-2.86773145
116957,Aston Fields Middle School,B60 2ET,52.3270399,-2.0415765
116958,Catshill Middle School,B61 0JW,52.3614784,-2.0613556
116959,Parkside Middle School,B61 0AH,52.34022175,-2.05969525
116960,Blackminster Middle School,WR11 8TG,52.111299365,-1.890548315
116984,St Egwin's CofE Middle School,WR11 4JU,52.1002011,-1.9477594
116991,The Bishop of Hereford's Bluecoat School,HR1 1UU,52.0574955,-2.6839131
116992,St Mary's RC High School,HR1 4DR,52.0639441,-2.659161
116999,Blessed Edward Oldcorne Catholic College,WR5 2XD,52.1802607,-2.2108076
123357,Cheswardine Primary and Nursery School,TF9 2RU,52.8654449,-2.415937
123358,Church Aston Infant School,TF10 9JN,52.7571217,-2.3796408
123359,Church Preen Primary School,SY6 7LH,52.5744504,-2.6589422
123364,Donnington Wood Infant School and Nursery Centre,TF2 8EP,52.7189826,-2.4377714
123366,Gobowen Primary School,SY11 3LD,52.8980756,-3.0379106
123370,High Ercall Primary School,TF6 6AF,52.7511803,-2.6039179
123371,Highley Community Primary School,WV16 6EH,52.4520807,-2.3903172
123372,Hinstock Primary School,TF9 2TE,52.8372586,-2.45640485
123373,Hodnet Primary School,TF9 3NS,52.848839,-2.5719435
123377,Lawley Primary School,TF4 2PR,52.6781002,-2.4869556
123378,Lilleshall Primary School,TF10 9EY,52.7378385,-2.4002066
123383,Minsterley Primary School,SY5 0BE,52.63845625,-2.92369835
123384,Newport Infant School,TF10 7DX,52.76536785,-2.3727726
123385,Norbury Primary School and Nursery,SY9 5EA,52.5244105,-2.9302033
123391,Crowmoor Primary School and Nursery,SY2 5JJ,52.71076375,-2.72822745
123393,Harlescott Junior School,SY1 4QN,52.73181695,-2.71995485
123395,Sundorne Infant School and Nursery,SY1 4QN,52.73181695,-2.71995485
123396,Sheriffhales Primary School,TF11 8RA,52.7048093,-2.359772
123397,Buntingsdale Primary School and Nursery,TF9 2HB,52.8845646,-2.52007175
123399,Stoke-on-Tern Primary School,TF9 2LF,52.8533864,-2.5149017
123403,Weston Rhyn Primary School,SY10 7SR,52.91784,-3.0581299
123404,Wombridge Primary School,TF2 6AN,52.6947097,-2.457927
123405,Woore Primary and Nursery School,CW3 9SQ,52.9756457,-2.4029715
123406,Wrockwardine Wood Infant School and Nursery,TF2 7AH,52.7094432,-2.4475583
123410,Albrighton Primary School & Nursery,WV7 3QS,52.6316563,-2.2795422
123424,Shifnal Primary School,TF11 8EJ,52.6699568,-2.36625375
123429,Holmer Lake Primary School,TF3 1LD,52.6492439,-2.4351223
123433,William Reynolds Primary School,TF7 5QW,52.6362951,-2.4699137
123434,John Wilkinson Primary School and Nursery,TF12 5AN,52.61036,-2.4711919
123435,Moorfield Primary School,TF10 7QU,52.7626302,-2.3821102
123437,Belvidere Primary School,SY2 5YB,52.7127729,-2.72043
123438,Ladygrove Primary School,TF4 2LF,52.6691531,-2.4719296
123441,Randlay Primary School,TF3 2LR,52.6635116,-2.438202
123443,Captain Webb Primary School,TF4 3DU,52.658131,-2.4709036
123444,Aqueduct Primary School,TF4 3RP,52.6496401,-2.458302
123445,John Randall Primary School,TF7 4DS,52.636013,-2.4365247
123447,The Martin Wilson School,SY1 2SP,52.71951105,-2.73890375
123450,Apley Wood Primary School,TF1 6FQ,52.7136135,-2.5020138
123451,Teagues Bridge Primary School,TF2 6RE,52.7078489,-2.4611802
123452,The Meadows Primary School,SY11 2EA,52.8641277,-3.0378106
123453,Muxton Primary School,TF2 8SA,52.7199978,-2.4184403
123456,Hollinswood Primary School,TF3 2EP,52.6720968,-2.437308
123457,Adderley CofE Primary School,TF9 3TF,52.9585481,-2.5088443
123458,St Mary's CofE Primary School,WV7 3DS,52.6363098,-2.2694097
123460,Beckbury CofE Primary School,TF11 9DQ,52.6092806,-2.3463151
123461,Bicton CofE Primary School and Nursery,SY3 8EH,52.7273162,-2.8202489
123463,Brockton CofE Primary School,TF13 6JR,52.5420524,-2.6260727
123467,Chirbury CofE VC Primary School & Busy Bees Nursery,SY15 6BN,52.57931875,-3.08983395
123468,St Lawrence CofE Primary School,SY6 6EX,52.543234775,-2.804934175
123470,Cockshutt CofE Primary School and Nursery,SY12 0JE,52.85799055,-2.8426142
123471,Christ Church CofE Primary School,SY5 6DH,52.63364375,-2.59849925
123472,Criftins CofE Primary School,SY12 9LT,52.9191744,-2.9424006
123473,Donnington Wood CofE Voluntary Controlled Junior School,TF2 8BH,52.7144236,-2.4414559
123474,St Peter's Church of England Controlled Primary School and Nursery,TF10 8JQ,52.773088,-2.4129325
123475,Farlow CofE Primary School,DY14 0RQ,52.4225235,-2.530343
123477,St Andrew's CofE Primary School,SY4 1DB,52.7700658,-2.91673005
123478,Hadnall CofE Primary School,SY4 4BE,52.7729528,-2.709576
123480,Kinlet CofE Primary School,DY12 3BG,52.419516625,-2.4144927
123481,Kinnerley Church of England Controlled Primary School,SY10 8DF,52.7794222,-2.9814477
123482,Longnor CofE Primary School,SY5 7PP,52.5997805,-2.7548316
123484,Morda CofE Primary School,SY10 9NR,52.8416182,-3.0592295
123485,Moreton Say CofE  Primary School,TF9 3RS,52.9070492,-2.5515892
123487,Myddle CofE Primary School,SY4 3RP,52.8097892,-2.7887647
123488,Newcastle CofE Primary School,SY7 8QL,52.434461,-3.106866
123489,Newport Church of England Voluntary Controlled Junior School,TF10 7EA,52.7660266,-2.374835
123490,Newtown CofE Primary School,SY4 5NU,52.8807613,-2.7767341
123491,Norton-in-Hales CofE Primary School,TF9 4AT,52.94354555,-2.44392215
123493,Pontesbury CofE Primary School,SY5 0TF,52.6459351,-2.8828733
123495,Bomere Heath CofE Primary School,SY4 3PQ,52.7697903,-2.7808432
123496,St Lawrence Church of England Voluntary Controlled Primary School,TF6 6DH,52.7364812,-2.4753358
123497,Rushbury CofE Primary School,SY6 7EB,52.5215638,-2.717153
123498,St John the Baptist CofE (Controlled) Primary School and Nursery,SY4 1LA,52.7928895,-2.9024289
123499,Selattyn CofE Primary School,SY10 7DH,52.8973723,-3.0901814
123500,St Andrew's CofE Primary School,TF11 9HD,52.6599591,-2.3706536
123502,Oxon CofE Primary School,SY3 5BJ,52.7111157,-2.804445
123503,St Giles CofE Primary School,SY2 5NJ,52.7068269,-2.7227778
123505,Tibberton Church of England Primary School,TF10 8NN,52.77880605,-2.4744009
123507,Trefonen CofE Primary School,SY10 9DY,52.8344526,-3.0976886
123508,St Lucia's CofE Primary School & Nursery,SY4 4TZ,52.7075702,-2.6588433
123510,Welshampton CofE Primary School,SY12 0PG,52.9095183,-2.844538
123512,West Felton CofE Primary School,SY11 4JR,52.8254517,-2.9664771
123513,Weston Lullingfields CofE School,SY4 2AW,52.8278157,-2.8563451
123517,Wistanstow CofE Primary School,SY7 8DQ,52.4657816,-2.8370397
123518,Long Mountain CofE Primary School,SY5 9HT,52.63535,-3.0043368
123519,Stiperstones CofE Primary School,SY5 0LZ,52.560796,-2.93692555
123520,Wrockwardine Wood Church of England Junior School,TF2 7HG,52.7116578,-2.45348665
123523,Broseley CofE Primary School,TF12 5LW,52.6162322,-2.4783174
123525,St Thomas and St Anne CofE Primary School,SY5 8JN,52.6798038,-2.8348807
123526,John Fletcher of Madeley Primary School,TF7 5DL,52.632281,-2.4548506
123527,St George's Church of England Primary School,TF2 9LJ,52.6919801,-2.4366215
123528,Bryn Offa CofE Primary School,SY10 9QR,52.791327091,-3.081405191
123529,St Laurence CofE Primary School,SY8 1TP,52.3663063,-2.713205
123532,Brown Clee CofE Primary School,WV16 6SS,52.499126633,-2.5765061
123534,Baschurch CofE Primary School,SY4 2AU,52.7936422,-2.8527997
123536,St Mary's Bluecoat CofE (VA) Primary School,WV15 5EQ,52.5346828,-2.4077357
123537,St Mary's CofE Primary School,SY7 0AA,52.35854615,-2.9498609
123539,Claverley CofE Primary School,WV5 7DX,52.537685533,-2.3046045
123541,Clunbury CofE Primary School,SY7 0HE,52.42055165,-2.92028605
123542,Coalbrookdale and Ironbridge CofE Primary School,TF8 7DS,52.63137615,-2.49438775
123546,Longden CofE Primary School,SY5 8EX,52.65230395,-2.826100875
123547,Lydbury North CofE (A) Primary School,SY7 8AU,52.4678474,-2.957746767
123549,Whittington CofE (VA) Primary School,SY11 4DA,52.8712272,-3.0015458
123550,Worfield Endowed CofE Primary School,WV15 5LF,52.5580618,-2.3569833
123551,St John's Catholic Primary School,WV16 4HW,52.538803276,-2.424164341
123552,St Peter and St Paul Catholic Primary School,TF10 7HU,52.7799088,-2.3797901
123553,Our Lady and St Oswald's Catholic Primary School,SY11 2TG,52.8555823,-3.0607805
123554,Shrewsbury Cathedral Catholic Primary School and Nursery,SY1 2SP,52.71951105,-2.73890375
123555,St Patrick's Catholic Primary School,TF1 3ER,52.7064613,-2.525626
123556,St Mary's Catholic Primary School,TF7 5EJ,52.6387651,-2.4461021
123557,St Matthew's Church of England Aided Primary School and Nursery Centre,TF2 7PZ,52.7139578,-2.429173
123558,St Luke's Catholic Primary School,TF2 7HG,52.7116578,-2.45348665
123559,Corvedale CofE Primary School,SY7 9DH,52.4652161,-2.7252089
123560,Onny CofE (A) Primary School,SY7 9AW,52.4079845,-2.8019352
123564,"The Community College, Bishop's Castle",SY9 5AY,52.4881643,-2.9959013
123574,The Burton Borough School,TF10 7DS,52.764763,-2.3700106
123627,Thomas Telford School,TF3 4NW,52.6780084,-2.4593504
123999,The Willows Primary School,ST4 7JY,53.0043286,-2.1972331
124003,Heron Cross Primary School,ST4 4LJ,52.9922659,-2.1654167
124020,Ball Green Primary School,ST6 8AJ,53.068565,-2.1697768
124021,Holden Lane Primary School,ST1 6JS,53.0406657,-2.1564731
124024,Hillside Primary School,ST2 7AS,53.0527861,-2.1348005
124030,Sandford Hill Primary School,ST3 5AQ,52.9998845,-2.1324679
124034,Christ Church Primary School,DE14 3TE,52.8018089,-1.6396643
124040,Victoria Community School,DE14 2LU,52.8122743,-1.63984075
124046,Tower View Primary School,DE15 0EZ,52.8049721,-1.6007544
124054,The Croft Primary School,WS15 4AZ,52.74452805,-1.8876027
124056,Ravensmead Primary School,ST7 8QD,53.0571826,-2.2953161
124057,Wood Lane Primary School,ST7 8PH,53.0470528,-2.2844228
124061,Moor First School,ST8 7HR,53.1229889,-2.1387317
124062,Squirrel Hayes First School,ST8 7DF,53.1113919,-2.1676617
124067,Bridgtown Primary School,WS11 0AZ,52.67749455,-2.02799675
124068,Chadsmoor Community Infants and Nursery School,WS11 6EU,52.7052637,-2.0097307
124070,Five Ways Primary School,WS12 2EZ,52.694137,-1.9875629
124072,West Hill Primary School,WS12 4BH,52.7127908,-2.004842
124076,Cheadle Primary School,ST10 1EN,52.9837035,-1.9867511
124081,Millfield Primary School,B78 3RQ,52.6125574,-1.7015937
124084,St Stephen's Primary School,WS13 8NL,52.7187362,-1.769159
124085,Fulford Primary School,ST11 9QT,52.9368874,-2.07370955
124087,Thomas Barnes Primary School,B78 3AD,52.6444798,-1.7360062
124089,Dove Bank Primary School,ST7 4AP,53.0904578,-2.2367209
124093,Talbot First School,ST14 8QJ,52.8632223,-1.9117206
124097,Springhead Primary School,ST7 1RA,53.0704409,-2.257456
124104,Longwood Primary School,B78 3NH,52.6180083,-1.7283118
124110,Hassell Primary School,ST5 1LF,53.0105932,-2.2235382
124115,May Bank Infants' School,ST5 0PT,53.0236074,-2.2145911
124119,Westlands Primary School,ST5 2QY,53.00279,-2.2477999
124130,Oakridge Primary School,ST17 0PR,52.7829055,-2.0741859
124141,Springfields First School,ST15 0NJ,52.89127,-2.201990267
124146,Endon Hall Primary School,ST9 9HH,53.0794209,-2.1097843
124147,Ashcroft Infants' School,B79 8RU,52.6463917,-1.6884432
124150,Thomas Russell Junior School,DE13 8EU,52.7595077,-1.7167551
124151,Hayes Meadow Primary School,WS15 4EU,52.7383143,-1.8631123
124155,Florendine Primary School,B77 3DD,52.6347303,-1.6628093
124161,Willows Primary School,WS13 7NU,52.6962053,-1.8289659
124162,Glenthorne Community Primary School,WS6 7BZ,52.6620948,-2.0281772
124163,Springcroft Primary School,ST11 9JS,52.9680075,-2.0736098
124164,Pirehill First School,ST15 0AA,52.8941043,-2.150972
124165,Hanbury's Farm Community Primary School,B77 2LD,52.6184502,-1.6797339
124166,Oakhill Primary School,B77 2HH,52.6203722,-1.6644148
124168,Chancel Primary School,WS15 2EW,52.7642878,-1.9357523
124171,The John Bamford Primary School,WS15 2PA,52.7634563,-1.9550113
124174,Lane Green First School,WV8 1EU,52.628657633,-2.180821933
124175,Jerome Primary School,WS11 9TP,52.6715475,-1.9773439
124176,Amington Heath Primary School and Nursery,B77 4EN,52.62841785,-1.65463105
124177,Perton First School,WV6 7LX,52.5978456,-2.2042598
124183,Gorsemoor Primary School,WS12 3TG,52.6909231,-1.98887115
124189,Cheslyn Hay Primary School,WS6 7JQ,52.66192435,-2.04568185
124190,Landywood Primary School,WS6 6AQ,52.6485742,-2.0178196
124192,Blakeley Heath Primary School,WV5 0JR,52.5278002,-2.1904683
124193,Westfield Primary School,WV5 8BH,52.53643996,-2.1944543
124195,Cooper Perry Primary School,ST18 9PQ,52.821679067,-2.178390733
124199,St Leonard's Primary School,ST17 4LT,52.8002127,-2.1039924
124200,Doxey Primary and Nursery School,ST16 1EG,52.81145295,-2.14176595
124202,Burton Manor Primary School,ST17 9PS,52.7839453,-2.1244366
124205,Flash Ley Primary School,ST17 9DR,52.7885897,-2.1144109
124207,Chase Terrace Primary School,WS7 1AH,52.6832601,-1.9327994
124209,Fulfen Primary School,WS7 9BJ,52.680739,-1.902962
124221,Burnwood Community Primary School,ST6 7LP,53.0654338,-2.1819788
124227,St Paul's CofE (C) Primary School,ST3 2RH,52.9828529,-2.1444131
124231,All Saints CofE (C) Primary School,DE13 7EF,52.7310528,-1.7469738
124232,Hugo Meynell CofE (VC) Primary School,TF9 4NU,52.9184033,-2.3840799
124233,Barlaston CofE (VC) First School,ST12 9DB,52.9437387,-2.1603459
124234,Berkswich CofE (VC) Primary School,ST17 0LU,52.784597,-2.0646243
124235,Betley CofE VC Primary School,CW3 9AX,53.0336821,-2.3664416
124238,St Anne's CofE (VC) Primary School,ST6 8TA,53.0838466,-2.1423476
124240,Chadsmoor CofE (VC) Junior School,WS11 6DR,52.7010595,-2.0148545
124242,St Andrew's CofE (C) Primary School,B79 0AP,52.6956098,-1.6268258
124249,Mary Howard CofE (VC) Primary School,B79 9JJ,52.7069692,-1.689394
124254,St John's CofE (C) Primary School,ST5 5AF,53.0054174,-2.2858288
124257,Christ Church CofE (C) Primary School,WS13 8AY,52.6812323,-1.8435385
124261,St Bartholomew's CofE (C) School,SK17 0NZ,53.1821906,-1.8710335
124262,St Peter's CofE (VC) First School,ST14 8LH,52.8752268,-1.8000751
124265,St Chad's CofE (C) Primary School,ST5 7AB,53.05337365,-2.2542387
124267,St Luke's CofE (C) Primary School,ST5 6QJ,53.0164713,-2.2829248
124268,St Margaret's CofE (VC) Junior School,ST5 0HU,53.029450067,-2.216386367
124269,St Chad's CofE (VC) First School,WV6 7AQ,52.5922,-2.26367
124274,All Saints CofE (C) First School,ST21 6RN,52.9133142,-2.2686727
124275,St Michael's CofE (C) First School,ST15 8QB,52.8940266,-2.1339172
124278,St John's CofE (C) Primary School,DY3 4NB,52.5156226,-2.2038764
124279,Tittensor CofE (C) First School,ST12 9HP,52.9429628,-2.1929365
124289,Sir John Offley CofE (VC) Primary School,CW3 9PJ,52.9958958,-2.3417669
124290,Baldwins Gate CofE(VC) Primary School,ST5 5DF,52.9584772,-2.3043984
124291,Hob Hill CE/Methodist (VC) Primary School,WS15 1ED,52.7423919,-1.9158569
124294,Holy Trinity CofE (C) Primary School,DE14 1SN,52.810128233,-1.626428467
124299,St Paul's CofE (C) Primary School,ST17 4BT,52.8002994,-2.1113173
124302,All Saints CofE (VC) Primary School,ST18 9JU,52.8167433,-2.2214483
124309,St John's CofE (A) Primary School,ST4 6SB,52.9983052,-2.2102109
124313,Hanley St Luke's CofE Aided Primary School,ST1 3QH,53.0249919,-2.1681387
124326,St Modwen's Catholic Primary School,DE13 0AJ,52.8317867,-1.65229285
124331,St Peter's CofE (A) Primary School,ST11 9EN,52.98436375,-2.07921395
124337,Ilam CofE (VA) Primary School,DE6 2AZ,53.05535244,-1.80063628
124342,St Mary's CofE (A) Primary School,TF9 4DN,52.9326611,-2.4108199
